PenerimaanID	CalonMahasiswaID	Tahun	AsalSekolahID	JalurID	MitraID	ProdiID_Diterima	ProdiID_Pil1	ProdiID_Pil2	StatusID	NomorPendaftaran	NomorUTBK	RataRataRapor	RataRataUTBK	RataRataSMITS	PoinPrestasi	NilaiAkhir	NRP
761	10761	2023	51	1	0	34	34	33	1	3821136	0	97	0	0	46	581.4	6026231516
762	10762	2023	117	1	0	0	7	14	1	3821322	0	85	0	0	67	670.7	6026230986
763	10763	2023	24	1	0	19	19	11	1	3821016	0	85	0	0	57	722.25	6026230257
764	10764	2023	56	1	0	0	8	4	1	3821202	0	87	0	0	59	785.25	6026230095
765	10765	2023	106	1	0	0	1	39	1	3821272	0	97	0	0	63	765.5	6026231857
766	10766	2023	31	1	0	20	20	3	1	3821337	0	87	0	0	62	741.6	6026230899
767	10767	2023	176	1	0	9	9	1	1	3821167	0	86	0	0	52	710.6	6026230675
768	10768	2023	133	1	0	10	10	1	1	3821392	0	94	0	0	60	651.55	6026230324
769	10769	2023	8	1	0	11	11	15	1	3821191	0	88	0	0	51	646.25	6026231216
770	10770	2023	94	1	0	0	26	22	1	3821105	0	93	0	0	42	902.2	6026230093
771	10771	2023	193	1	0	32	32	13	1	3821202	0	86	0	0	51	788.7	6026231013
772	10772	2023	182	1	0	33	33	33	1	3821016	0	95	0	0	57	657	6026231133
773	10773	2023	91	1	0	0	16	15	1	3821094	0	96	0	0	62	590.95	6026230172
774	10774	2023	68	1	0	0	32	13	1	3821183	0	86	0	0	41	835.95	6026230075
775	10775	2023	12	1	0	24	24	16	1	3821055	0	88	0	0	55	847.9	6026231991
776	10776	2023	179	1	0	19	19	4	1	3821121	0	94	0	0	43	598.05	6026230277
777	10777	2023	33	1	0	36	36	14	1	3821094	0	91	0	0	51	645.35	6026231372
778	10778	2023	131	1	0	0	1	35	1	3821086	0	89	0	0	46	606.9	6026230765
779	10779	2023	194	1	0	29	29	25	1	3821032	0	85	0	0	59	819.9	6026231080
780	10780	2023	192	1	0	9	9	13	1	3821217	0	89	0	0	65	828.15	6026230583
781	10781	2023	63	1	0	12	12	8	1	3821361	0	85	0	0	65	720.05	6026230498
782	10782	2023	196	1	0	25	25	1	1	3821287	0	89	0	0	43	804.9	6026230315
783	10783	2023	107	1	0	14	14	34	1	3821392	0	97	0	0	66	884.6	6026230450
784	10784	2023	76	1	0	31	31	26	1	3821086	0	91	0	0	57	524.95	6026230027
785	10785	2023	164	1	0	19	19	18	1	3821217	0	95	0	0	42	879.95	6026230895
786	10786	2023	185	1	0	25	25	37	1	3821144	0	96	0	0	54	632.35	6026230747
787	10787	2023	90	1	0	28	28	18	1	3821287	0	92	0	0	43	944.55	6026231514
788	10788	2023	77	1	0	29	29	29	1	3821047	0	88	0	0	56	766.8	6026230981
789	10789	2023	40	1	0	20	20	12	1	3821202	0	88	0	0	61	767.65	6026230230
790	10790	2023	29	1	0	35	35	11	1	3821322	0	93	0	0	55	743.7	6026230707
791	10791	2023	52	1	0	0	29	21	1	3821202	0	92	0	0	52	917.8	6026231168
792	10792	2023	147	1	0	0	36	36	1	3821094	0	87	0	0	70	578.9	6026231099
793	10793	2023	53	1	0	11	11	35	1	3821272	0	86	0	0	68	691.85	6026231839
794	10794	2023	44	1	0	19	19	31	1	3821071	0	93	0	0	57	947.35	6026231556
795	10795	2023	100	1	0	0	29	36	1	3821167	0	96	0	0	68	920.05	6026230276
796	10796	2023	106	1	0	10	10	35	1	3821086	0	96	0	0	56	667.2	6026231081
797	10797	2023	163	1	0	0	13	41	1	3821233	0	88	0	0	45	577.95	6026230099
798	10798	2023	10	1	0	8	8	1	1	3821384	0	96	0	0	68	601.05	6026230925
799	10799	2023	181	1	0	7	7	8	1	3821272	0	91	0	0	65	933.45	6026231275
800	10800	2023	7	1	0	9	9	13	1	3821024	0	86	0	0	69	889.5	6026230750
801	10801	2023	195	1	0	0	38	18	1	3821121	0	91	0	0	59	658.15	6026230791
802	10802	2023	98	1	0	1	24	1	1	3821152	0	86	0	0	70	913.8	6026230367
803	10803	2023	141	1	0	18	23	18	1	3821105	0	90	0	0	58	528.6	6026230670
804	10804	2023	109	1	0	17	12	17	1	3821105	0	89	0	0	69	690.05	6026231144
805	10805	2023	45	1	0	38	27	38	1	3821032	0	88	0	0	51	761.95	6026230845
806	10806	2023	92	1	0	15	21	15	1	3821403	0	90	0	0	49	851.2	6026230761
807	10807	2023	8	1	0	0	21	18	1	3821144	0	90	0	0	45	794.55	6026230570
808	10808	2023	137	1	0	4	31	4	1	3821016	0	91	0	0	43	722.3	6026230127
809	10809	2023	180	1	0	26	28	26	1	3821306	0	85	0	0	63	943.85	6026231510
810	10810	2023	55	1	0	28	26	28	1	3821167	0	87	0	0	65	825.3	6026230406
811	10811	2023	66	1	0	1	9	1	1	3821047	0	87	0	0	68	759.7	6026230248
812	10812	2023	177	1	0	26	17	26	1	3821105	0	85	0	0	65	804.4	6026231471
813	10813	2023	65	1	0	9	36	9	1	3821314	0	93	0	0	44	663.9	6026231742
814	10814	2023	7	1	0	0	10	22	1	3821086	0	88	0	0	68	858.2	6026231787
815	10815	2023	17	1	0	0	17	38	1	3821175	0	88	0	0	66	929.25	6026231145
816	10816	2023	171	1	0	16	34	16	1	3821113	0	91	0	0	56	670.5	6026231972
817	10817	2023	86	1	0	16	20	16	1	3821121	0	89	0	0	50	919.6	6026231878
818	10818	2023	152	1	0	0	18	22	1	3821152	0	94	0	0	49	607.8	6026231323
819	10819	2023	139	1	0	11	1	11	1	3821403	0	89	0	0	54	869.45	6026231432
820	10820	2023	165	1	0	5	20	5	1	3821183	0	89	0	0	53	764.65	6026231782
821	10821	2023	101	1	0	23	26	23	1	3821233	0	93	0	0	69	576.8	6026230961
822	10822	2023	175	1	0	16	29	16	1	3821314	0	91	0	0	66	688	6026230511
823	10823	2023	173	1	0	34	30	34	1	3821256	0	91	0	0	47	669.95	6026230472
824	10824	2023	41	1	0	0	10	36	1	3821403	0	86	0	0	67	589.95	6026230632
825	10825	2023	38	1	0	17	39	17	1	3821144	0	95	0	0	53	618.6	6026231213
826	10826	2023	60	1	0	0	39	37	1	3821272	0	85	0	0	63	567.35	6026231101
827	10827	2023	186	1	0	35	5	35	1	3821384	0	92	0	0	58	801.8	6026230922
828	10828	2023	186	1	0	0	8	28	1	3821105	0	97	0	0	63	939.3	6026230182
829	10829	2023	141	1	0	26	34	26	1	3821047	0	95	0	0	58	875.35	6026231911
830	10830	2023	152	1	0	41	3	41	1	3821032	0	93	0	0	55	640.25	6026231221
831	10831	2023	194	1	0	12	11	12	1	3821136	0	90	0	0	52	780.2	6026230359
832	10832	2023	76	1	0	0	35	32	1	3821183	0	88	0	0	59	529.4	6026231833
833	10833	2023	72	1	0	41	29	41	1	3821287	0	97	0	0	70	762.9	6026231096
834	10834	2023	174	1	0	13	32	13	1	3821032	0	91	0	0	68	802.65	6026231983
835	10835	2023	194	1	0	6	10	6	1	3821225	0	96	0	0	63	702.65	6026231401
836	10836	2023	113	1	0	33	4	33	1	3821306	0	97	0	0	69	754.55	6026230252
837	10837	2023	59	1	0	35	36	35	1	3821167	0	88	0	0	47	912	6026230144
838	10838	2023	185	1	0	6	11	6	1	3821241	0	85	0	0	54	646.35	6026230401
839	10839	2023	75	1	0	1	40	1	1	3821175	0	92	0	0	67	879.85	6026230192
840	10840	2023	168	1	0	0	13	30	1	3821322	0	86	0	0	44	802.35	6026231906
841	10841	2023	108	1	0	1	5	1	3	3821152	0	90	0	0	53	700.15	0
842	10842	2023	90	1	0	10	17	10	3	3821376	0	93	0	0	64	644.25	0
843	10843	2023	77	1	0	14	15	14	3	3821063	0	97	0	0	67	537.65	0
844	10844	2023	165	1	0	27	4	27	3	3821063	0	96	0	0	44	928.6	0
845	10845	2023	16	1	0	10	11	10	3	3821032	0	87	0	0	51	887.65	0
846	10846	2023	34	1	0	3	1	3	3	3821202	0	92	0	0	67	889.35	0
847	10847	2023	56	1	0	15	39	15	3	3821113	0	88	0	0	48	810.1	0
848	10848	2023	94	1	0	0	5	28	3	3821113	0	94	0	0	62	924.95	0
849	10849	2023	169	1	0	0	3	1	3	3821071	0	89	0	0	43	933.05	0
850	10850	2023	128	1	0	31	20	31	3	3821094	0	95	0	0	67	523.8	0
851	10851	2023	184	1	0	30	39	30	3	3821191	0	93	0	0	69	736.65	0
852	10852	2023	111	1	0	0	40	36	3	3821086	0	94	0	0	54	924.85	0
853	10853	2023	114	1	0	10	12	10	3	3821016	0	85	0	0	67	564.65	0
854	10854	2023	102	1	0	24	15	24	3	3821032	0	86	0	0	58	702.5	0
855	10855	2023	169	1	0	22	12	22	3	3821191	0	91	0	0	57	779.5	0
856	10856	2023	190	1	0	40	4	40	3	3821016	0	86	0	0	64	749.55	0
857	10857	2023	173	1	0	0	28	13	3	3821384	0	92	0	0	51	672.7	0
858	10858	2023	36	1	0	26	36	26	3	3821337	0	95	0	0	54	662.85	0
859	10859	2023	139	1	0	6	23	6	3	3821202	0	86	0	0	64	716.55	0
860	10860	2023	78	1	0	1	20	1	3	3821024	0	90	0	0	56	720.1	0
861	10861	2023	170	1	0	13	13	12	3	3821217	0	96	0	0	44	833.45	0
862	10862	2023	130	1	0	11	11	2	3	3821086	0	85	0	0	69	696.9	0
863	10863	2023	38	1	0	1	1	12	3	3821217	0	86	0	0	44	610.45	0
864	10864	2023	109	1	0	22	22	11	3	3821094	0	88	0	0	64	630.85	0
865	10865	2023	74	1	0	10	10	14	3	3821113	0	85	0	0	69	879.9	0
866	10866	2023	64	1	0	22	22	1	3	3821217	0	97	0	0	54	821.3	0
867	10867	2023	149	1	0	0	16	39	3	3821217	0	86	0	0	56	559.05	0
868	10868	2023	64	1	0	26	26	36	3	3821241	0	90	0	0	62	877.8	0
869	10869	2023	119	1	0	34	34	36	3	3821167	0	88	0	0	58	913.05	0
870	10870	2023	42	1	0	0	5	38	3	3821016	0	96	0	0	40	855.25	0
871	10871	2023	192	1	0	14	14	14	3	3821202	0	94	0	0	42	936.5	0
872	10872	2023	158	1	0	39	39	5	3	3821071	0	94	0	0	56	841.2	0
873	10873	2023	90	1	0	22	22	3	3	3821202	0	94	0	0	66	665.25	0
874	10874	2023	190	1	0	36	36	26	3	3821295	0	97	0	0	64	647.4	0
875	10875	2023	170	1	0	3	3	8	3	3821094	0	85	0	0	63	858.55	0
876	10876	2023	96	1	0	12	12	11	3	3821241	0	88	0	0	64	678.7	0
877	10877	2023	159	1	0	34	34	26	3	3821152	0	89	0	0	41	927.25	0
878	10878	2023	107	1	0	36	36	34	3	3821202	0	85	0	0	56	676.9	0
879	10879	2023	67	1	0	10	10	35	3	3821144	0	96	0	0	56	840.35	0
880	10880	2023	91	1	0	37	37	19	3	3821384	0	86	0	0	48	805.25	0
881	10881	2023	140	1	0	36	36	26	3	3821376	0	88	0	0	70	697.05	0
882	10882	2023	53	1	0	40	40	8	3	3821113	0	95	0	0	40	561.45	0
883	10883	2023	157	1	0	18	18	3	3	3821144	0	85	0	0	63	611.95	0
884	10884	2023	104	1	0	0	30	37	3	3821032	0	94	0	0	46	521.95	0
885	10885	2023	179	1	0	0	22	20	3	3821337	0	90	0	0	56	856.95	0
886	10886	2023	183	1	0	0	16	14	3	3821167	0	96	0	0	54	642.75	0
887	10887	2023	183	1	0	0	20	28	3	3821063	0	85	0	0	48	685.15	0
888	10888	2023	196	1	0	0	26	15	3	3821086	0	95	0	0	64	763.7	0
889	10889	2023	169	1	0	0	32	37	3	3821071	0	93	0	0	70	816.5	0
890	10890	2023	196	1	0	21	21	18	3	3821353	0	93	0	0	46	679.75	0
891	10891	2023	117	1	0	31	31	16	3	3821353	0	96	0	0	60	527.7	0
892	10892	2023	55	1	0	4	4	6	3	3821144	0	94	0	0	41	605.4	0
893	10893	2023	146	1	0	0	27	18	3	3821105	0	89	0	0	52	718.75	0
894	10894	2023	31	1	0	36	36	34	3	3822012	0	85	0	0	42	872.1	0
895	10895	2023	196	1	0	25	25	34	3	3821314	0	86	0	0	45	710.1	0
896	10896	2023	72	1	0	40	40	29	3	3821295	0	87	0	0	50	908.8	0
897	10897	2023	1	1	0	18	18	3	3	3821121	0	93	0	0	70	750.3	0
898	10898	2023	11	1	0	39	39	41	3	3822012	0	93	0	0	54	726.7	0
899	10899	2023	43	1	0	4	4	38	3	3821144	0	94	0	0	49	615.7	0
900	10900	2023	147	1	0	21	21	11	3	3821086	0	88	0	0	70	588.05	0
901	10901	2023	134	1	0	26	26	21	3	3822012	0	90	0	0	75	537.55	0
902	10902	2023	74	1	0	23	23	12	3	3821306	0	88	0	0	59	837.75	0
903	10903	2023	125	1	0	13	13	3	3	3821086	0	94	0	0	53	725.85	0
904	10904	2023	180	1	0	24	24	9	3	3821233	0	91	0	0	53	910.2	0
905	10905	2023	44	1	0	9	9	39	3	3821016	0	94	0	0	56	592.4	0
906	10906	2023	117	1	0	6	6	41	3	3821055	0	95	0	0	58	690.65	0
907	10907	2023	140	1	0	0	14	30	3	3821217	0	97	0	0	69	596.1	0
908	10908	2023	131	1	0	22	22	11	3	3821337	0	87	0	0	62	823.5	0
909	10909	2023	53	1	0	30	30	6	3	3821191	0	97	0	0	68	850.2	0
910	10910	2023	102	1	0	16	16	31	3	3821094	0	87	0	0	56	601.35	0
911	10911	2023	47	1	0	19	19	37	3	3821144	0	92	0	0	60	654.8	0
912	10912	2023	26	1	0	35	35	17	3	3821136	0	90	0	0	61	807.7	0
913	10913	2023	118	1	0	0	9	26	3	3821225	0	85	0	0	63	667.15	0
914	10914	2023	116	1	0	14	14	17	3	3821032	0	91	0	0	65	662.8	0
915	10915	2023	114	1	0	12	12	13	3	3821306	0	96	0	0	69	817.25	0
916	10916	2023	134	1	0	12	12	25	3	3821287	0	93	0	0	70	918.75	0
917	10917	2023	55	1	0	2	2	13	3	3821047	0	97	0	0	57	526.2	0
918	10918	2023	83	1	0	3	3	21	3	3821403	0	87	0	0	62	916.2	0
919	10919	2023	17	1	0	37	37	39	3	3821016	0	90	0	0	68	572.9	0
920	10920	2023	169	1	0	0	13	29	3	3822027	0	95	0	0	53	798.9	0
921	10921	2023	103	1	0	35	35	7	3	3821105	0	93	0	0	46	664.9	0
922	10922	2023	136	1	0	10	10	40	3	3821202	0	96	0	0	50	544.6	0
923	10923	2023	176	1	0	9	9	21	3	3821295	0	90	0	0	55	731.05	0
924	10924	2023	53	1	0	0	28	40	3	3821233	0	91	0	0	75	897.7	0
925	10925	2023	86	1	0	19	19	11	3	3821225	0	91	0	0	55	810.55	0
926	10926	2023	128	1	0	21	21	36	3	3822027	0	91	0	0	45	668.6	0
927	10927	2023	37	1	0	0	17	25	3	3821152	0	98	0	0	53	937.95	0
928	10928	2023	93	1	0	16	16	28	3	3821392	0	96	0	0	71	567.8	0
929	10929	2023	112	1	0	18	18	7	3	3821032	0	86	0	0	61	859.4	0
930	10930	2023	159	1	0	27	27	35	3	3821032	0	86	0	0	56	878.8	0
931	10931	2023	72	1	0	0	25	15	3	3822027	0	95	0	0	51	716.65	0
932	10932	2023	32	1	0	33	33	19	3	3821183	0	86	0	0	72	630.3	0
933	10933	2023	170	1	0	7	7	10	3	3821217	0	88	0	0	62	882.65	0
934	10934	2023	150	1	0	18	18	27	3	3821086	0	86	0	0	70	645.15	0
935	10935	2023	12	1	0	38	38	24	3	3821241	0	86	0	0	53	531.35	0
936	10936	2023	162	1	0	8	8	34	3	3822012	0	94	0	0	73	723.75	0
937	10937	2023	142	1	0	38	38	27	3	3821105	0	95	0	0	69	519.45	0
938	10938	2023	40	1	0	4	4	41	3	3821392	0	92	0	0	57	560.15	0
939	10939	2023	59	1	0	22	22	27	3	3821024	0	87	0	0	71	812.55	0
940	10940	2023	39	1	0	24	24	18	3	3821152	0	93	0	0	62	726.3	0
941	10941	2023	156	1	0	37	37	15	3	3821016	0	94	0	0	60	838.6	0
942	10942	2023	184	1	0	17	17	39	3	3821113	0	98	0	0	57	869.45	0
943	10943	2023	112	1	0	25	25	20	3	3821024	0	85	0	0	50	690.9	0
944	10944	2023	168	1	0	0	17	8	3	3821047	0	95	0	0	56	650.75	0
945	10945	2023	134	1	0	28	28	14	3	3821272	0	91	0	0	56	576.35	0
946	10946	2023	165	1	0	14	14	40	3	3821202	0	87	0	0	51	830.95	0
947	10947	2023	15	1	0	5	5	19	3	3821032	0	86	0	0	61	567.15	0
948	10948	2023	197	1	0	30	30	37	3	3821063	0	88	0	0	74	781.05	0
949	10949	2023	104	1	0	17	17	16	3	3821047	0	93	0	0	74	604.2	0
950	10950	2023	74	1	0	28	28	40	3	3821191	0	90	0	0	59	560.35	0
951	10951	2023	191	1	0	7	7	40	3	3821016	0	92	0	0	67	759.55	0
952	10952	2023	16	1	0	0	41	4	3	3821392	0	86	0	0	61	570.45	0
953	10953	2023	62	1	0	0	38	2	3	3821225	0	87	0	0	49	705.55	0
954	10954	2023	72	1	0	32	32	17	3	3821152	0	93	0	0	71	608	0
955	10955	2023	173	1	0	0	38	26	3	3821047	0	91	0	0	47	686.2	0
956	10956	2023	88	1	0	22	22	8	3	3821055	0	93	0	0	68	728.75	0
957	10957	2023	191	1	0	28	28	28	3	3821024	0	97	0	0	70	737.2	0
958	10958	2023	17	1	0	0	2	1	3	3821287	0	89	0	0	57	602.95	0
959	10959	2023	182	1	0	37	37	33	3	3821016	0	86	0	0	62	572.1	0
960	10960	2023	70	1	0	19	19	9	3	3821403	0	92	0	0	73	948.75	0
961	10961	2023	111	1	0	15	15	30	3	3821024	0	93	0	0	45	627.5	0
962	10962	2023	16	1	0	0	39	21	3	3821287	0	87	0	0	59	876.45	0
963	10963	2023	154	1	0	14	14	29	3	3821175	0	95	0	0	49	794.45	0
964	10964	2023	149	1	0	24	24	24	3	3821121	0	86	0	0	45	530.7	0
965	10965	2023	64	1	0	0	34	5	3	3821202	0	93	0	0	57	532.5	0
966	10966	2023	93	1	0	0	19	31	3	3821063	0	89	0	0	73	928.55	0
967	10967	2023	190	1	0	25	25	32	3	3822027	0	97	0	0	57	610.5	0
968	10968	2023	112	1	0	0	18	17	3	3821217	0	90	0	0	69	931.45	0
969	10969	2023	49	1	0	22	22	38	3	3821384	0	86	0	0	58	791	0
970	10970	2023	60	1	0	14	14	6	3	3821105	0	98	0	0	45	927.1	0
971	10971	2023	23	1	0	15	15	27	3	3821047	0	94	0	0	69	934.3	0
972	10972	2023	159	1	0	17	17	32	3	3821345	0	96	0	0	65	681.8	0
973	10973	2023	189	1	0	16	16	37	3	3821016	0	94	0	0	74	863.15	0
974	10974	2023	40	1	0	41	41	40	3	3821024	0	88	0	0	55	791.65	0
975	10975	2023	73	1	22	0	39	4	3	3821055	0	97	0	0	52	785.75	0
976	10976	2023	17	1	23	20	20	16	3	3821071	0	95	0	0	46	924.5	0
977	10977	2023	67	1	24	5	5	10	3	3821167	0	90	0	0	54	687.05	0
978	10978	2023	112	1	25	26	26	39	3	3821403	0	85	0	0	70	532.9	0
979	10979	2023	184	1	26	27	27	2	3	3821105	0	88	0	0	57	802.8	0
980	10980	2023	113	1	27	40	40	1	3	3821256	0	97	0	0	46	812.45	0
981	10981	2023	68	1	28	3	3	8	3	3821063	0	88	0	0	55	703.2	0
982	10982	2023	82	1	29	15	15	11	3	3821353	0	95	0	0	47	931.45	0
983	10983	2023	22	1	30	35	35	27	3	3821287	0	91	0	0	56	743.35	0
984	10984	2023	12	1	1	0	23	3	3	3821322	0	96	0	0	68	765.45	0
985	10985	2023	199	1	2	11	11	16	3	3821144	0	90	0	0	55	809.7	0
986	10986	2023	116	1	3	4	4	15	3	3821376	0	94	0	0	71	924.35	0
987	10987	2023	194	1	4	0	27	9	3	3821063	0	86	0	0	46	520.65	0
988	10988	2023	22	1	5	38	38	31	3	3821071	0	95	0	0	49	828.7	0
989	10989	2023	139	1	6	35	35	6	3	3821287	0	92	0	0	51	587.3	0
990	10990	2023	171	1	7	23	23	25	3	3821121	0	86	0	0	50	944.5	0
991	10991	2023	41	1	19	1	1	14	3	3821063	0	95	0	0	65	685.9	0
992	10992	2023	101	1	20	14	14	33	3	3821113	0	92	0	0	55	735.9	0
993	10993	2023	119	1	21	28	28	30	3	3821121	0	93	0	0	45	579.75	0
994	10994	2023	180	1	5	0	15	10	3	3821322	0	96	0	0	48	608.7	0
995	10995	2023	173	1	6	0	39	3	3	3821071	0	91	0	0	45	726.75	0
996	10996	2023	10	1	7	15	15	31	3	3821047	0	95	0	0	58	674.75	0
997	10997	2023	94	1	19	2	2	27	3	3821314	0	98	0	0	53	712.7	0
998	10998	2023	33	1	20	0	9	41	3	3821071	0	92	0	0	68	878.1	0
999	10999	2023	37	1	21	33	33	34	3	3821175	0	98	0	0	46	812.85	0
1000	11000	2023	10	1	1	23	23	15	3	3821016	0	97	0	0	57	765.1	0
1001	20001	2021	112	2	0	1	1	30	2	121121164674	121121150754	0	584	0	19	74.8	2026211295
1002	20002	2021	184	2	0	2	2	30	2	121121163056	121121146897	0	739	0	50	88.2	2026211907
1003	20003	2021	183	2	0	30	30	30	2	121121164022	121121146262	0	928	0	18	78.6	2026211763
1004	20004	2021	81	2	0	30	30	10	2	121121164568	121121149205	0	698	0	5	81.1	2026210550
1005	20005	2021	11	2	0	30	30	11	3	121121168467	121121148556	0	898	0	41	82	0
1006	20006	2021	170	2	0	30	30	12	3	121121161318	121121143868	0	843	0	40	80.4	0
1007	20007	2021	25	2	0	30	30	13	3	121121160704	121121148870	0	549	0	16	77.1	0
1008	20008	2021	169	2	0	14	30	14	3	121121169158	121121143616	0	714	0	33	81.7	0
1009	20009	2021	39	2	0	15	30	15	3	121121167952	121121148497	0	576	0	49	75.5	0
1010	20010	2021	90	2	0	16	10	16	3	121121169292	121121149168	0	557	0	35	83.7	0
1011	20011	2021	186	2	0	17	11	17	3	121121162191	121121144884	0	693	0	29	88	0
1012	20012	2021	67	2	0	18	12	18	3	121121161935	121121146248	0	700	0	44	73.4	0
1013	20013	2021	61	2	0	19	13	19	3	121121160267	121121146848	0	736	0	6	75	0
1014	20014	2021	181	2	0	20	14	20	3	121121165871	121121149725	0	694	0	39	82.4	0
1015	20015	2021	63	2	0	21	15	21	3	121121166925	121121144756	0	592	0	41	80.7	0
1016	20016	2021	97	2	0	22	16	22	3	121121162683	121121146242	0	800	0	7	76.4	0
1017	20017	2021	112	2	0	23	17	23	3	121121164987	121121146835	0	996	0	16	82.1	0
1018	20018	2021	131	2	0	24	18	24	3	121121164056	121121148902	0	940	0	25	76.4	0
1019	20019	2021	189	2	0	19	19	25	3	121121166053	121121150347	0	657	0	0	81.6	0
1020	20020	2021	135	2	0	20	20	26	3	121121163128	121121146661	0	973	0	36	82.7	0
1021	20021	2021	7	2	0	21	21	27	3	121121164014	121121142722	0	896	0	22	78.2	0
1022	20022	2021	124	2	0	22	22	28	3	121121166283	121121144446	0	784	0	38	77.4	0
1023	20023	2021	181	2	0	23	23	29	1	121121161712	121121143046	0	964	0	21	76.4	2026210700
1024	20024	2021	48	2	0	24	24	30	1	121121167531	121121142501	0	662	0	27	81.4	2026210163
1025	20025	2021	153	2	0	25	25	31	1	121121162202	121121142548	0	928	0	27	82	2026211934
1026	20026	2021	68	2	0	26	26	32	1	121121169932	121121148951	0	645	0	35	72.8	2026210500
1027	20027	2021	140	2	0	27	27	33	1	121121164743	121121148441	0	960	0	34	79	2026211438
1028	20028	2021	99	2	0	28	28	34	3	121121164588	121121140954	0	655	0	11	80.2	0
1029	20029	2021	171	2	0	29	29	35	3	121121160811	121121144850	0	803	0	33	86.1	0
1030	20030	2021	138	2	0	30	30	36	3	121121166528	121121150727	0	819	0	28	76.3	0
1031	20031	2021	172	2	0	31	31	30	3	121121161472	121121146461	0	830	0	29	79.9	0
1032	20032	2021	34	2	0	32	32	30	3	121121166454	121121141076	0	896	0	15	79.5	0
1033	20033	2021	88	2	0	0	33	30	3	121121165598	121121143525	0	775	0	8	83.1	0
1034	20034	2021	53	2	0	0	34	12	3	121121167280	121121145677	0	836	0	38	76.4	0
1035	20035	2021	51	2	0	0	35	13	3	121121163404	121121149959	0	558	0	2	74.3	0
1036	20036	2021	165	2	0	0	36	14	3	121121165786	121121145822	0	708	0	1	78.7	0
1037	20037	2021	106	2	0	0	37	15	2	121121163378	121121149774	0	999	0	47	75.7	2026210027
1038	20038	2021	55	2	0	0	38	16	2	121121168361	121121144457	0	592	0	28	76.8	2026211161
1039	20039	2021	83	2	0	0	39	17	2	121121162882	121121147081	0	994	0	27	86.5	2026211065
1040	20040	2021	48	2	0	0	40	18	2	121121160336	121121145205	0	715	0	50	80.9	2026211101
1041	20041	2021	63	2	0	0	41	19	2	121121164613	121121148327	0	722	0	30	82	2026211080
1042	20042	2021	128	2	0	0	1	20	3	121121164992	121121148818	0	990	0	13	80	0
1043	20043	2021	100	2	0	0	2	21	3	121121167711	121121143590	0	889	0	34	81.1	0
1044	20044	2021	184	2	0	0	3	22	3	121121161276	121121141448	0	631	0	36	78.3	0
1045	20045	2021	183	2	0	0	4	23	3	121121161642	121121149991	0	631	0	5	81.3	0
1046	20046	2021	133	2	0	0	30	24	3	121121161703	121121150441	0	680	0	3	81.2	0
1047	20047	2021	165	2	0	0	30	25	3	121121164354	121121146023	0	880	0	41	79.8	0
1048	20048	2021	111	2	0	30	30	26	1	121121164246	121121141033	0	772	0	27	82.5	2026210614
1049	20049	2021	9	2	0	30	30	27	1	121121163727	121121142250	0	587	0	6	77.5	2026211120
1050	20050	2021	34	2	0	30	30	28	1	121121166545	121121144299	0	863	0	17	76.5	2026210176
1051	20051	2021	95	2	0	30	30	29	1	121121162436	121121144396	0	849	0	9	81.6	2026210829
1052	20052	2021	109	2	0	30	30	30	1	121121163157	121121141042	0	587	0	22	83.3	2026210892
1053	20053	2021	74	2	0	12	12	31	1	121121160212	121121145590	0	783	0	41	82.5	2026210849
1054	20054	2021	28	2	0	13	13	32	3	121121162685	121121141800	0	780	0	42	83.1	0
1055	20055	2021	56	2	0	14	14	33	3	121121161820	121121142262	0	649	0	19	73.9	0
1056	20056	2021	89	2	0	15	15	34	3	121121160734	121121149337	0	764	0	28	87.2	0
1057	20057	2021	64	2	0	16	16	35	3	121121166378	121121141155	0	617	0	38	79.8	0
1058	20058	2021	106	2	0	17	17	36	3	121121168943	121121148604	0	967	0	44	72.8	0
1059	20059	2021	61	2	0	37	18	37	3	121121163334	121121150174	0	737	0	16	82.3	0
1060	20060	2021	39	2	0	30	19	30	3	121121168840	121121149727	0	612	0	7	88.9	0
1061	20061	2021	76	2	0	30	20	30	3	121121162876	121121145103	0	974	0	47	86.9	0
1062	20062	2021	67	2	0	30	21	30	3	121121165271	121121146468	0	758	0	39	82.4	0
1063	20063	2021	61	2	0	30	22	30	3	121121160613	121121144002	0	904	0	31	77.1	0
1064	20064	2021	128	2	0	30	23	30	3	121121169143	121121141465	0	748	0	4	81.2	0
1065	20065	2021	14	2	0	30	24	30	3	121121164540	121121147135	0	589	0	8	85	0
1066	20066	2021	73	2	0	30	25	30	3	121121167527	121121141199	0	633	0	11	79.6	0
1067	20067	2021	128	2	0	4	26	4	3	121121165969	121121142759	0	972	0	37	85.9	0
1068	20068	2021	61	2	0	5	27	5	3	121121163303	121121144037	0	777	0	21	79.5	0
1069	20069	2021	45	2	0	6	28	6	3	121121168779	121121142722	0	976	0	7	86.6	0
1070	20070	2021	65	2	0	7	29	7	3	121121162209	121121146426	0	685	0	30	81.2	0
1071	20071	2021	22	2	0	8	30	8	3	121121163827	121121145930	0	621	0	38	78.5	0
1072	20072	2021	164	2	0	9	31	9	3	121121168518	121121150600	0	570	0	23	78.2	0
1073	20073	2021	176	2	0	10	32	10	3	121121165605	121121141228	0	801	0	24	80	0
1074	20074	2021	37	2	0	11	33	11	3	121121160432	121121144005	0	646	0	8	86.1	0
